20230210085032,22,20
20230210090015,23,19
20230210090017,22,20
20230210090120,23,19
20230210090124,22,20
20230210090132,23,19
20230210090138,22,20
20230210090142,23,19
20230210090148,22,20
20230210090154,23,19
20230210090158,22,20
20230210090200,23,19
20230210090204,22,20
20230210090208,23,19
20230210090215,22,20
20230210090219,23,19
20230210090221,22,20
20230210090225,23,19
20230210090229,22,20
20230210090231,23,19
20230210090233,22,20
20230210090235,23,19
20230210090241,22,20
20230210090243,23,19
20230210090247,22,20
20230210090249,23,19
20230210090313,22,20
20230210090317,23,19
20230210090455,22,20
20230210090457,23,19
20230210090507,22,20
20230210090509,23,19
20230210090539,22,20
20230210090541,23,19
